instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
8023660.0,medium,41.0,5.0,6.0,120.0,1.2,119.0,12;116;15;111;12,3;1;3;1;2,630.0,119.0,0.8327871451620013,guided,50.0,2.0
8023660.0,medium,41.0,5.0,6.0,120.0,1.2,118.0,12;116;15;111;12,3;1;3;1;2,634.0,118.0,0.7993775396607816,guided,50.0,2.0
8023660.0,medium,41.0,5.0,6.0,120.0,1.2,117.0,12;116;15;111;12,3;1;3;1;2,638.0,117.0,0.7603835449554026,guided,50.0,2.0
8023660.0,medium,41.0,5.0,6.0,120.0,1.2,116.0,12;116;15;111;12,3;1;3;1;2,642.0,116.0,0.7129669841378927,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,120.0,28;48;45;2;87,2;2;2;3;1,522.0,107.0,0.4143535769544542,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,106.0,28;48;45;2;87,2;2;2;3;1,524.0,106.0,0.41922025685198605,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,105.0,28;48;45;2;87,2;2;2;3;1,526.0,105.0,0.40038042422384024,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,104.0,28;48;45;2;87,2;2;2;3;1,528.0,104.0,0.41230197018012404,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,103.0,28;48;45;2;87,2;2;2;3;1,533.0,103.0,0.3817571809049696,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,102.0,28;48;45;2;87,2;2;2;3;1,538.0,102.0,0.3636309129651636,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,101.0,28;48;45;2;87,2;2;2;3;1,543.0,101.0,0.3553930660709739,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,100.0,28;48;45;2;87,2;2;2;3;1,548.0,100.0,0.3291590299922973,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,99.0,28;48;45;2;87,2;2;2;3;1,550.0,99.0,0.3098757660482079,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,98.0,28;48;45;2;87,2;2;2;3;1,552.0,98.0,0.3009529151022434,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,97.0,28;48;45;2;87,2;2;2;3;1,554.0,97.0,0.28857121616601944,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,96.0,28;48;45;2;87,2;2;2;3;1,556.0,95.0,0.27604505186900496,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,94.0,28;48;45;2;87,2;2;2;3;1,556.0,94.0,0.22654006211087108,guided,50.0,2.0
3065590.0,medium,34.0,5.0,6.0,120.0,1.2,93.0,28;48;45;2;87,2;2;2;3;1,556.0,93.0,0.2217285770457238,guided,50.0,2.0
