instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
9120089.0,small,35.0,5.0,4.0,80.0,1.2,80.0,13;71;80;19;49,2;1;1;2;2,578.0,80.0,0.07055621384643018,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,120.0,97;8;18;15;62,1;2;2;2;1,396.0,120.0,0.6207176398020238,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,119.0,97;8;18;15;62,1;2;2;2;1,396.0,119.0,0.616925650741905,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,118.0,97;8;18;15;62,1;2;2;2;1,398.0,118.0,0.6093197062145919,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,117.0,97;8;18;15;62,1;2;2;2;1,400.0,117.0,0.6080354799050838,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,116.0,97;8;18;15;62,1;2;2;2;1,402.0,113.0,0.5930696232244372,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,112.0,97;8;18;15;62,1;2;2;2;1,420.0,112.0,0.5456186411902308,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,111.0,97;8;18;15;62,1;2;2;2;1,420.0,111.0,0.5219196730758995,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,110.0,97;8;18;15;62,1;2;2;2;1,420.0,110.0,0.5352937360294163,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,109.0,97;8;18;15;62,1;2;2;2;1,420.0,109.0,0.5173649620264769,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,108.0,97;8;18;15;62,1;2;2;2;1,420.0,108.0,0.4555330090224743,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,107.0,97;8;18;15;62,1;2;2;2;1,420.0,107.0,0.4848898551426828,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,106.0,97;8;18;15;62,1;2;2;2;1,420.0,106.0,0.4735043686814606,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,105.0,97;8;18;15;62,1;2;2;2;1,418.0,105.0,0.4441492466721684,guided,50.0,2.0
